frame,time_sec,landmark_id,x,y,z,visibility,frame_rel
134,4.466666666666667,15,0.8295090198516846,0.5943928360939026,-0.2121315151453018,0.7705296277999878,29
134,4.466666666666667,16,0.3177982270717621,0.6561750769615173,-0.306585818529129,0.9751089215278624,29
135,4.5,15,0.8297096490859985,0.587853729724884,-0.2555604875087738,0.7825195789337158,30
135,4.5,16,0.3160137236118316,0.6495698094367981,-0.3378001153469085,0.9766954183578492,30
136,4.533333333333333,15,0.8319801092147827,0.5814048051834106,-0.1718747317790985,0.7941691875457764,31
136,4.533333333333333,16,0.3125503957271576,0.6443811058998108,-0.3300193548202514,0.978446125984192,31
137,4.566666666666666,15,0.8327499628067017,0.5770684480667114,-0.0798681452870369,0.804443359375,32
137,4.566666666666666,16,0.3100411295890808,0.6375353932380676,-0.3422700762748718,0.9796502590179444,32
138,4.6,15,0.8366373181343079,0.5750662684440613,-0.1236418336629867,0.8185772895812988,33
138,4.6,16,0.3043177425861358,0.633366584777832,-0.3435172438621521,0.9809970855712892,33
139,4.633333333333334,15,0.8382455706596375,0.5711008310317993,-0.1562021672725677,0.8261178731918335,34
139,4.633333333333334,16,0.300699234008789,0.6281543970108032,-0.3407344818115234,0.9805103540420532,34
140,4.666666666666667,15,0.8400025963783264,0.5678496360778809,-0.1999927014112472,0.8338567018508911,35
140,4.666666666666667,16,0.3011740446090698,0.6249478459358215,-0.2866850793361664,0.9792078733444214,35
141,4.7,15,0.8425690531730652,0.5662591457366943,-0.0632495433092117,0.845936119556427,36
141,4.7,16,0.300216406583786,0.6224136352539062,-0.193896546959877,0.9780372381210328,36
142,4.733333333333333,15,0.8435186147689819,0.5649767518043518,-0.1553526371717453,0.8570621609687805,37
142,4.733333333333333,16,0.2998096346855163,0.6228805780410767,-0.3422707617282867,0.9777857065200806,37
143,4.766666666666667,15,0.8462525010108948,0.5632897019386292,0.1273829489946365,0.867110013961792,38
143,4.766666666666667,16,0.299382597208023,0.6196406483650208,-0.3276160061359405,0.978053331375122,38
144,4.8,15,0.8482227325439453,0.5634509325027466,-0.0207963064312934,0.8765600919723511,39
144,4.8,16,0.29959237575531,0.6189292073249817,-0.3383345901966095,0.9776639938354492,39
145,4.833333333333333,15,0.8498230576515198,0.5623967051506042,0.1031024530529975,0.8843900561332703,40
145,4.833333333333333,16,0.2996566295623779,0.6183749437332153,-0.3307426273822784,0.9769028425216676,40
146,4.866666666666666,15,0.8499285578727722,0.5601199269294739,0.1795458495616912,0.8927770853042603,41
146,4.866666666666666,16,0.2994728088378906,0.6171483993530273,-0.4374596774578094,0.9776031374931335,41
147,4.9,15,0.8507294058799744,0.5580999255180359,0.1151629164814949,0.9005857706069946,42
147,4.9,16,0.2996039390563965,0.6162469983100891,-0.4555340409278869,0.9783514142036438,42
148,4.933333333333334,15,0.8516834378242493,0.5567302107810974,0.327907532453537,0.907009482383728,43
148,4.933333333333334,16,0.2996824979782104,0.614852786064148,-0.4090723395347595,0.9790349006652832,43
149,4.966666666666667,15,0.8531678318977356,0.5549553632736206,0.3712660372257232,0.9132837653160096,44
149,4.966666666666667,16,0.3005774319171905,0.6125147342681885,-0.482166051864624,0.9796962738037108,44
150,5.0,15,0.8544060587882996,0.5525065660476685,0.2663244307041168,0.9194248914718628,45
150,5.0,16,0.3017226755619049,0.6079404354095459,-0.5870906114578247,0.980513036251068,45
151,5.033333333333333,15,0.8587431311607361,0.5481603145599365,0.2276989221572876,0.9244726300239564,46
151,5.033333333333333,16,0.3038567304611206,0.6035521030426025,-0.5142965912818909,0.9807111620903016,46
152,5.066666666666666,15,0.8595829010009766,0.5456844568252563,0.233012855052948,0.9300170540809632,47
152,5.066666666666666,16,0.3069211542606354,0.6004962921142578,-0.7198376059532166,0.9813857674598694,47
153,5.1,15,0.8599746823310852,0.5448529720306396,0.281191736459732,0.9346469044685364,48
153,5.1,16,0.3077137768268585,0.5973940491676331,-0.6144664883613586,0.9821733832359314,48
154,5.133333333333334,15,0.8615319728851318,0.5437313318252563,0.4135066866874695,0.9396335482597352,49
154,5.133333333333334,16,0.3089517951011657,0.5938956141471863,-0.5912989974021912,0.9833043217658995,49
155,5.166666666666667,15,0.8620489835739136,0.5440139174461365,0.3116703629493713,0.9441301822662354,50
155,5.166666666666667,16,0.309342622756958,0.5919831395149231,-0.8582268953323364,0.98417866230011,50
156,5.2,15,0.862138569355011,0.5432814359664917,0.3256457149982452,0.9475477933883668,51
156,5.2,16,0.3097153902053833,0.5912872552871704,-0.7584887146949768,0.9850143194198608,51
157,5.233333333333333,15,0.862402081489563,0.5431298017501831,0.3262868523597717,0.9504703283309937,52
157,5.233333333333333,16,0.310015857219696,0.5884296894073486,-0.7085217237472534,0.9858170747756958,52
158,5.266666666666667,15,0.8626585006713867,0.543110728263855,0.3225275874137878,0.9533332586288452,53
158,5.266666666666667,16,0.3105331063270569,0.5861736536026001,-0.6674224138259888,0.9866324663162231,53
159,5.3,15,0.8625764846801758,0.5423688292503357,0.3770706951618194,0.9556034803390504,54
159,5.3,16,0.3113971650600433,0.5843385457992554,-0.671010434627533,0.9873759746551514,54
160,5.333333333333333,15,0.8621950149536133,0.5409003496170044,0.3789699971675873,0.9576178193092346,55
160,5.333333333333333,16,0.3114344477653503,0.5812954902648926,-0.6653971076011658,0.988048791885376,55
161,5.366666666666666,15,0.8616856932640076,0.5401452779769897,0.4206041693687439,0.9598850011825562,56
161,5.366666666666666,16,0.3114396333694458,0.5791417956352234,-0.6881250739097595,0.988753378391266,56
162,5.4,15,0.8617472052574158,0.5395912528038025,0.4181019365787506,0.9613351225852966,57
162,5.4,16,0.3111229836940765,0.5775275826454163,-0.5058910846710205,0.9891659021377563,57
163,5.433333333333334,15,0.8617042303085327,0.539656400680542,0.4779430329799652,0.9631519317626952,58
163,5.433333333333334,16,0.3108801543712616,0.5769672989845276,-0.5316916704177856,0.9895347356796264,58
164,5.466666666666667,15,0.8614173531532288,0.5396659970283508,0.5027634501457214,0.964938223361969,59
164,5.466666666666667,16,0.3106333911418915,0.5758880376815796,-0.5566707849502563,0.9900550842285156,59
165,5.5,15,0.8607277870178223,0.5389940738677979,0.4652448892593384,0.966896951198578,60
165,5.5,16,0.310551643371582,0.574739933013916,-0.5677822828292847,0.990496814250946,60
166,5.533333333333333,15,0.8604187369346619,0.5389567613601685,0.4790121614933014,0.9687485098838806,61
166,5.533333333333333,16,0.3100531101226806,0.5747222304344177,-0.5323013067245483,0.9908971190452576,61
167,5.566666666666666,15,0.8603817820549011,0.5380535125732422,0.568986177444458,0.9705479741096495,62
167,5.566666666666666,16,0.3101194500923157,0.5746421217918396,-0.4168210327625274,0.9912245869636536,62
168,5.6,15,0.860399067401886,0.5364335775375366,0.5826180577278137,0.972480297088623,63
168,5.6,16,0.3106690347194671,0.5738160014152527,-0.4071658551692962,0.9916391968727112,63
169,5.633333333333334,15,0.8604252338409424,0.5347750186920166,0.5818276405334473,0.9743779301643372,64
169,5.633333333333334,16,0.310900866985321,0.573275089263916,-0.5516987442970276,0.992065727710724,64
170,5.666666666666667,15,0.8605189323425293,0.5338342785835266,0.5853994488716125,0.976133406162262,65
170,5.666666666666667,16,0.3114722967147827,0.5728350877761841,-0.5504405498504639,0.9925541877746582,65
171,5.7,15,0.8604368567466736,0.5333890914916992,0.6306508779525757,0.97749662399292,66
171,5.7,16,0.312241643667221,0.573121964931488,-0.5092177987098694,0.9928711652755736,66
172,5.733333333333333,15,0.8603827357292175,0.5335617065429688,0.5899985432624817,0.9784878492355348,67
172,5.733333333333333,16,0.3126629889011383,0.5732742547988892,-0.4524190723896026,0.9931229948997498,67
173,5.766666666666667,15,0.8603731393814087,0.5336915254592896,0.4837366044521332,0.979126513004303,68
173,5.766666666666667,16,0.3126949667930603,0.5748409628868103,-0.4653637409210205,0.9933156967163086,68
174,5.8,15,0.8604558706283569,0.5337088704109192,0.4036935269832611,0.9798838496208192,69
174,5.8,16,0.3148330450057983,0.5795385241508484,-0.5407533049583435,0.9934320449829102,69
175,5.833333333333333,15,0.8588475584983826,0.5340535640716553,0.2606661319732666,0.97946697473526,70
175,5.833333333333333,16,0.3165543973445892,0.5884147882461548,-0.6071665287017822,0.9932800531387328,70
176,5.866666666666666,15,0.8550437688827515,0.5419787764549255,0.1836112439632415,0.97864031791687,71
176,5.866666666666666,16,0.315523236989975,0.6045241355895996,-0.4805480539798736,0.9925764203071594,71
177,5.9,15,0.8537679314613342,0.549858808517456,0.1801246106624603,0.9783483743667604,72
177,5.9,16,0.3107843399047851,0.6134654879570007,-0.5944644808769226,0.9923778772354126,72
178,5.933333333333334,15,0.8485761284828186,0.5748067498207092,0.0430153384804725,0.9766666293144226,73
178,5.933333333333334,16,0.3084846138954162,0.6237265467643738,-0.7533873915672302,0.9920055866241456,73
179,5.966666666666667,15,0.841023862361908,0.5809815526008606,-0.1526426374912262,0.9758414030075072,74
179,5.966666666666667,16,0.309236079454422,0.6349878311157227,-0.8898746371269226,0.9919649362564088,74
180,6.0,15,0.8285359144210815,0.5900254845619202,-0.0489485897123813,0.973582088947296,75
180,6.0,16,0.3099844753742218,0.6453150510787964,-0.8694736957550049,0.9918437004089355,75
181,6.033333333333333,15,0.8245729804039001,0.5932256579399109,-0.1193922087550163,0.973336935043335,76
181,6.033333333333333,16,0.3099162876605987,0.6603846549987793,-0.8698421716690063,0.991939127445221,76
182,6.066666666666666,15,0.8210947513580322,0.5967864990234375,-0.0216286554932594,0.9732236862182616,77
182,6.066666666666666,16,0.3084515035152435,0.6668862104415894,-0.7459680438041687,0.9924140572547911,77
183,6.1,15,0.8195912837982178,0.6009584665298462,0.0255889911204576,0.9718070030212402,78
183,6.1,16,0.3084897100925445,0.669014036655426,-0.5829616785049438,0.9925021529197692,78
184,6.133333333333334,15,0.8160618543624878,0.6038104295730591,-0.02594162710011,0.9714881777763368,79
184,6.133333333333334,16,0.3086062371730804,0.6710604429244995,-0.622809886932373,0.9927884936332704,79
185,6.166666666666667,15,0.8140794038772583,0.6023029685020447,0.0171064566820859,0.9708309173583984,80
185,6.166666666666667,16,0.3086669147014618,0.6710341572761536,-0.580835223197937,0.9929745197296144,80
186,6.2,15,0.8155145645141602,0.6012501120567322,0.0317862592637538,0.9703993201255798,81
186,6.2,16,0.307788610458374,0.6699849963188171,-0.5721536874771118,0.9931660890579224,81
187,6.233333333333333,15,0.8167740106582642,0.598563551902771,-0.0244218818843364,0.971514105796814,82
187,6.233333333333333,16,0.3062237799167633,0.6685323715209961,-0.5992069244384766,0.9934964776039124,82
188,6.266666666666667,15,0.8172304630279541,0.5971556305885315,0.0007666262099519,0.9717532992362976,83
188,6.266666666666667,16,0.3033750355243683,0.666740894317627,-0.6069390177726746,0.9937158226966858,83
189,6.3,15,0.8174130916595459,0.5964618921279907,0.0465278290212154,0.9705748558044434,84
189,6.3,16,0.3011104464530945,0.6654043793678284,-0.5775578022003174,0.9938225746154784,84
190,6.333333333333333,15,0.8179975748062134,0.5959265828132629,0.046747799962759,0.9700692296028136,85
190,6.333333333333333,16,0.2999494969844818,0.6650732159614563,-0.5627150535583496,0.9936989545822144,85
191,6.366666666666666,15,0.818327784538269,0.597136378288269,0.0526499971747398,0.9687470197677612,86
191,6.366666666666666,16,0.3000521957874298,0.6653534173965454,-0.5536129474639893,0.9936814904212952,86
192,6.4,15,0.8184057474136353,0.5976776480674744,0.0251395832747221,0.9672362804412842,87
192,6.4,16,0.3001883029937744,0.6673778295516968,-0.5688796639442444,0.9937440752983092,87
193,6.433333333333334,15,0.8194802403450012,0.5998327732086182,0.0272429380565881,0.9637886881828308,88
193,6.433333333333334,16,0.3012325167655945,0.6692249774932861,-0.5284109711647034,0.9935346841812134,88
194,6.466666666666667,15,0.8205820322036743,0.600809633731842,0.0466348007321357,0.9599505662918092,89
194,6.466666666666667,16,0.3021295964717865,0.6706851720809937,-0.5019164085388184,0.9932414889335632,89
195,6.5,15,0.8210616707801819,0.6024664640426636,0.0665160566568374,0.9573742151260376,90
195,6.5,16,0.3024406433105469,0.6712424755096436,-0.5140868425369263,0.993168830871582,90
